,Comment,Rating,r
736,"Honor is my trusted brand honor 9n is best phone under budget . It's design and look is same iphone x , light weight phone.battery backup is very gooddisplay quality is crystal sharp and goodfront camera is very clear and nice 16MPrear camera is good but not full brightnessDSLR and Al effect is bestscreen split feature is good u can use 2 application at. time on a screen.it support fast charging kirin 659 processor gives fast performance.OTG supported.",4,1
737,"The only option in the rs 12000 range that satisfies the below requirements..  1. notch screen, bezel less display, high screen to body ratio.2. 5.84 inch screen - neither too big nor too small3. dual camera for Bokeh mode.4. light weight -151gm5. octa core processor6. comes with back case in the box7. fast enough for WhatsApp, Facebook, email, few calls, internet browsing. I don't play graphics rich games so don't care too much about a strong GPU.8. Made in India.Recommend. Great pr...",5,1
738,"Worth your money every single penny, I was in the dialama before buying this phone, after I used it for severel days the phone works so much faster and better, it has all the features in this phone where it can compete with higher end phones.you can never ever get a better phone than this at this price point.face unlock,display clarity,camera, performance and everything is upto the mark... Simply u can go ahead with this phone... Honor 9n paisa vasool👌",5,1
739,"The phone looks extremely stylish. It's handy and easy to use. As far as performance is concerned, the phone runs smoothly even on 3GB RAM. If you're planning to play game, you're to go for 4GB/64GB. Face unlock and fingerprint sensor work swiftly. The camera has a wide range of features. It comes up with bokeh effect in rare and front camera. Camera is certainly good. You can adjust bokeh effect manually. It also allows you to take snap in manual mode. The thin one should consider about this...",5,1
740,phone is totally good no lagging issues design is superb no doubt .... u wont get a phone with these features at this price. go for it  battery would have been liittle better but its better than honor 9 lite notch display attracts the most. delivery date might vary from the expected one. cameras are much betterr than mi note 5 pro front camera is also good ....,5,1
741,camara quality is good but in the lightly and low light in the not good quality camara battery backup nonstop net use in 6 our and sound quality is good display is good,5,1
742,"This phone is absolutely amazing. Perfect size, perfect camera, perfect looks, perfect specs. And I got it in 3 days after ordering.",5,1
743,Nice phone,4,1
744,Its good,5,1
745,Good,4,1
746,Very Good Prouevut I have ever used .,5,1
747,Good product thank you flipkart team,5,1
748,Brilliant,5,1
749,Its my first purchase from flipkart...really thank u flipkart for giving me such a nice product...fast delivery...value for money..best for Rs 5500..,4,1
750,Beat and gudNice,5,1
751,Nice mobile superb look i really like it bettery back up ok pure volte set,4,1
752,Nice phone for the budget.. but I expected little more stylish than reality when I saw the product image. It's.not that much stylish but okk. Camera clarity and all is good...For the budget it is nice phone..,4,1
753,Loved it.. this was d first smart phone gifted to my dad and he loves it..,5,1
754,Good 4g supported mobile at affordable price. It has proximity sensor which is pretty good. The speaker sound is also good. It had hotspot option too.The only minus point is that it has only 2 slot in that you can put 2 SIM cards or 1 sim + 1 memory card. It doesn't have separate memory card slot.,4,1
755,Good product - especially the looks,4,1
756,God phone..good btry,4,1
757,Superb mobile i like it,5,1
758,charger is good and work very well charger charge phone very fast compare  to  normal charger it is good charging cable very long 5 fit length.,5,1
759,"The product is really a good fast charger. I'm using Lenovo P2 which has 5100 mAH battery with SD 625 chipset.The original charger (5V-2.1amp 25watts) chargers my mobile fully in 1 hour 45 minutes.I've been using this charger now for around 10-15 days.But this Syska charger which has power output of 5V 3.1amp(max 2.4 through 1 port) with 15watts power chargers my mobile in 2 hour 15 minutes. It is really a good charger.If you want to buy a third party charger for your mobile, one can bli...",5,1
760,was looking for a affordable charger and syska name was enough . I charged my moto x play (3600mah battery) it took two hours for complete charging . lot of money saved and the one meter wire like cherry on cake . charger did not heat while charging. I've used this and written and in near future I will edit my review after long use .,5,1
761,"ßuild quality is Good as expected👌 Charging Speed is Normal in ßoth port☺ It take a little ßit time to Charge Full.🔋Not a Fast Charger, Cable Length 5F.🔌ßut ßetter than Original Mobile Adapter.😊 All over Ok..!!☺ Thanks to FLIPKART & SYSKA for this Good Product.💐🙏 | Raj Mahapatra From ßaharagora, Jamshedpur_Jharkhand |💙",4,1
762,I wanted This cause I really Trust Syska And It turned Out to be very Awesome Its Adapter wire is Sooo Long that I loved It and No Problems Of Sparks Or anything And Any Two High End Mobile Devices You Put it Will surely be Charged As Soon as Possible and That's the Main Factor I liked About it Soo Much And No Cons I've Seen as A Hardcore Gamer In this Charger I suggest You To buy It Cause This Review Is From A gamer So you can understand How Awesome This Carger is ??,5,1
763,Good for fast changing not actually really fast but good,5,1
764,"Just awesome really a fast charger with output current of 3.1 A. I'm writing this review after three months of use the charger is working absolutely fine but cable is not upto the mark it has stop working after 3 months of use, didn't expect this quality from Syska.",5,1
